Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,TISSUE
SRR6637492,E12.5,RNA-Seq,100,85305600,PRJNA432054,SAMN08431409,60614080,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625179,GSM2968737,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968737,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637493,E12.5,RNA-Seq,100,72911900,PRJNA432054,SAMN08431408,48955244,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625180,GSM2968738,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968738,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637494,E12.5,RNA-Seq,100,76291700,PRJNA432054,SAMN08431407,51879475,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625181,GSM2968739,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968739,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637495,E12.5,RNA-Seq,100,90637000,PRJNA432054,SAMN08431406,61359153,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625182,GSM2968740,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968740,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637496,E12.5,RNA-Seq,100,131164800,PRJNA432054,SAMN08431405,87533674,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625183,GSM2968741,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968741,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637497,E12.5,RNA-Seq,100,136336000,PRJNA432054,SAMN08431404,91716017,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625184,GSM2968742,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968742,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637498,E12.5,RNA-Seq,100,387712600,PRJNA432054,SAMN08431403,252475808,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625185,GSM2968743,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968743,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637499,E12.5,RNA-Seq,100,181989200,PRJNA432054,SAMN08431402,121227069,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625186,GSM2968744,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968744,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637500,E12.5,RNA-Seq,100,158162500,PRJNA432054,SAMN08431491,103222999,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625187,GSM2968745,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968745,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637501,E12.5,RNA-Seq,100,239256200,PRJNA432054,SAMN08431490,166014374,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625188,GSM2968746,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968746,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637502,E12.5,RNA-Seq,100,104243000,PRJNA432054,SAMN08431363,68749284,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625189,GSM2968747,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968747,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637503,E12.5,RNA-Seq,100,119082100,PRJNA432054,SAMN08431362,78510315,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625190,GSM2968748,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968748,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637504,E12.5,RNA-Seq,100,106345400,PRJNA432054,SAMN08431361,72076177,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625191,GSM2968749,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968749,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637505,E12.5,RNA-Seq,100,131546900,PRJNA432054,SAMN08431360,87825552,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625192,GSM2968750,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968750,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637506,E12.5,RNA-Seq,100,139984400,PRJNA432054,SAMN08431359,94054222,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625193,GSM2968751,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968751,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637507,E12.5,RNA-Seq,100,107877900,PRJNA432054,SAMN08431358,72029450,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625194,GSM2968752,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968752,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637508,E12.5,RNA-Seq,100,151104600,PRJNA432054,SAMN08431357,101061778,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625195,GSM2968753,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968753,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637509,E12.5,RNA-Seq,100,364815700,PRJNA432054,SAMN08431356,236493428,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625196,GSM2968754,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968754,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637510,E12.5,RNA-Seq,100,278464700,PRJNA432054,SAMN08431355,183333335,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625197,GSM2968755,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968755,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637511,E12.5,RNA-Seq,100,356773700,PRJNA432054,SAMN08431354,234251031,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625198,GSM2968756,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968756,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637512,E12.5,RNA-Seq,100,258596500,PRJNA432054,SAMN08431449,178180702,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625199,GSM2968757,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968757,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637513,E12.5,RNA-Seq,100,361087000,PRJNA432054,SAMN08431448,232480977,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625200,GSM2968758,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968758,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637514,E12.5,RNA-Seq,100,24843300,PRJNA432054,SAMN08431447,19524611,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625201,GSM2968759,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968759,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637515,E12.5,RNA-Seq,100,164961900,PRJNA432054,SAMN08431446,107475291,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625202,GSM2968760,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968760,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637516,E12.5,RNA-Seq,100,133871000,PRJNA432054,SAMN08431445,91545373,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625203,GSM2968761,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968761,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637517,E12.5,RNA-Seq,100,231698400,PRJNA432054,SAMN08431444,159682852,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625204,GSM2968762,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968762,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637518,E12.5,RNA-Seq,100,146767700,PRJNA432054,SAMN08431443,97050860,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625205,GSM2968763,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968763,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637519,E12.5,RNA-Seq,100,169016000,PRJNA432054,SAMN08431442,111162194,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625206,GSM2968764,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968764,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637520,E12.5,RNA-Seq,100,101902100,PRJNA432054,SAMN08431441,76576973,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625207,GSM2968765,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968765,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637521,E12.5,RNA-Seq,100,144301100,PRJNA432054,SAMN08431440,98381891,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625208,GSM2968766,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968766,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637522,E12.5,RNA-Seq,100,82599100,PRJNA432054,SAMN08431439,63974398,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625209,GSM2968767,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968767,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637523,E12.5,RNA-Seq,100,309952200,PRJNA432054,SAMN08431438,208569563,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625210,GSM2968768,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968768,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637524,E12.5,RNA-Seq,100,285212300,PRJNA432054,SAMN08431436,190559603,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625211,GSM2968769,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968769,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637525,E12.5,RNA-Seq,100,39512500,PRJNA432054,SAMN08431435,30438621,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625212,GSM2968770,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968770,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637526,E12.5,RNA-Seq,100,130572300,PRJNA432054,SAMN08431434,90196999,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625213,GSM2968771,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968771,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637527,E12.5,RNA-Seq,100,260560700,PRJNA432054,SAMN08431433,171756195,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625214,GSM2968772,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968772,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6637528,E12.5,RNA-Seq,100,139509500,PRJNA432054,SAMN08431432,98491416,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625215,GSM2968773,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968773,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637529,E12.5,RNA-Seq,100,260098700,PRJNA432054,SAMN08431437,180416857,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625216,GSM2968774,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968774,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637530,E12.5,RNA-Seq,100,413853000,PRJNA432054,SAMN08431431,288486860,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625217,GSM2968775,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968775,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637531,E12.5,RNA-Seq,100,365820100,PRJNA432054,SAMN08431430,255949492,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625218,GSM2968776,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968776,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637532,E12.5,RNA-Seq,100,309244600,PRJNA432054,SAMN08431394,223342219,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625219,GSM2968777,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968777,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637533,E12.5,RNA-Seq,100,146034600,PRJNA432054,SAMN08431393,102461712,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625220,GSM2968778,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968778,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637534,E12.5,RNA-Seq,100,238410500,PRJNA432054,SAMN08431392,166288215,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625221,GSM2968779,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968779,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637535,E12.5,RNA-Seq,100,149674900,PRJNA432054,SAMN08431391,104519263,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625222,GSM2968780,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968780,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637536,E12.5,RNA-Seq,100,70056900,PRJNA432054,SAMN08431390,49315996,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625223,GSM2968781,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968781,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637537,E12.5,RNA-Seq,100,51219700,PRJNA432054,SAMN08431389,36074027,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625224,GSM2968782,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968782,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637538,E12.5,RNA-Seq,100,260789700,PRJNA432054,SAMN08431388,186962862,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625225,GSM2968783,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968783,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637539,E12.5,RNA-Seq,100,414867100,PRJNA432054,SAMN08431387,290789583,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625226,GSM2968784,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968784,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637540,E12.5,RNA-Seq,100,368775300,PRJNA432054,SAMN08431386,258521241,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625227,GSM2968785,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968785,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637541,E12.5,RNA-Seq,100,219793700,PRJNA432054,SAMN08431385,155458855,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625228,GSM2968786,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968786,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637542,E12.5,RNA-Seq,100,101459400,PRJNA432054,SAMN08431384,70965739,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625229,GSM2968787,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968787,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637543,E12.5,RNA-Seq,100,182224000,PRJNA432054,SAMN08431383,132177942,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625230,GSM2968788,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968788,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637544,E12.5,RNA-Seq,100,153131400,PRJNA432054,SAMN08431382,105907470,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625231,GSM2968789,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968789,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637545,E12.5,RNA-Seq,100,63714600,PRJNA432054,SAMN08431381,44360284,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625232,GSM2968790,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968790,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637546,E12.5,RNA-Seq,100,110840400,PRJNA432054,SAMN08431380,81572951,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625233,GSM2968791,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968791,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637547,E12.5,RNA-Seq,100,320846700,PRJNA432054,SAMN08431379,223863901,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625234,GSM2968792,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968792,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637548,E12.5,RNA-Seq,100,235198700,PRJNA432054,SAMN08431378,169858229,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625235,GSM2968793,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968793,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637549,E12.5,RNA-Seq,100,371403300,PRJNA432054,SAMN08431377,259622420,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625236,GSM2968794,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968794,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637550,E12.5,RNA-Seq,100,295084400,PRJNA432054,SAMN08431376,217023018,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625237,GSM2968795,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968795,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637551,E12.5,RNA-Seq,100,405958600,PRJNA432054,SAMN08431375,281051160,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625238,GSM2968796,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968796,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637552,E12.5,RNA-Seq,100,319397900,PRJNA432054,SAMN08431374,225994569,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625239,GSM2968797,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968797,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637553,E12.5,RNA-Seq,100,258171100,PRJNA432054,SAMN08431373,186011022,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625240,GSM2968798,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968798,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637554,E12.5,RNA-Seq,100,233386000,PRJNA432054,SAMN08431372,164227706,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625241,GSM2968799,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968799,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637555,E12.5,RNA-Seq,100,247749300,PRJNA432054,SAMN08431371,171890712,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625242,GSM2968800,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968800,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637556,E12.5,RNA-Seq,100,134703300,PRJNA432054,SAMN08431370,93327681,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625243,GSM2968801,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968801,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637557,E12.5,RNA-Seq,100,310080600,PRJNA432054,SAMN08431369,216491419,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625244,GSM2968802,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968802,Brain,SRP131682,CD1,"CGE,Brain"
SRR6637558,E12.5,RNA-Seq,100,413670100,PRJNA432054,SAMN08431368,289052337,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3625245,GSM2968803,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2968803,Brain,SRP131682,CD1,"CGE,Brain"
